year,Base case cost,Modeled residential ashp
2017,175682.249829,284237.928123
2018,188925.3113,284150.196518
2019,207059.178308,284752.635207
2020,221432.886266,290034.877456
2021,227466.555989,289259.623706
2022,231943.149655,288282.418747
2023,235021.913678,287127.082592
2024,237552.162271,285924.755915
2025,247025.813888,291269.891576
2026,250822.705594,290421.907665
2027,254038.255029,289506.418982
2028,256636.128302,288516.141262
2029,266969.97779,294503.886929
2030,276036.635349,300393.311771
2031,280069.424684,299921.513382
