year,Base case cost,Modeled non-residential ashp
2017,155233.016102,187998.349144
2018,166934.598798,195686.073217
2019,182957.702281,206419.206525
2020,190429.063924,211162.236743
2021,195617.932194,214315.01482
2022,199467.737684,216539.421532
2023,202115.429998,217931.307625
2024,204291.407014,219003.047549
2025,206908.666083,220395.181108
2026,210088.940183,222192.897562
2027,212782.282364,223659.037151
2028,214958.25938,224772.001387
2029,217940.717389,226460.711469
2030,219766.712088,227347.228399
2031,222977.419433,229214.878861
