year,annotation,consumption,consumption residential,consumption non-residential
2003,,818496.0,408959.0,409537.0
2004,,769723.0,397225.0,372498.0
2005,,791055.0,387650.0,403405.0
2006,,777835.0,378192.0,399643.0
2007,,769321.0,382960.0,386361.0
2008,,788510.0,392192.0,396318.0
2009,,819375.0,403711.0,415664.0
2010,,756236.0,378431.0,377805.0
2011,,886014.0,393487.0,492527.0
2012,,934253.0,454798.0,479455.0
2013,,1016971.0,484780.0,532191.0
2014,,1024848.0,423003.0,601845.0
2015,,1003498.0,400880.0,602618.0
2016,start of forecast,1014770.0,435886.0,578885.0
2017,,1017869.0,438985.0,578885.0
2018,,1020989.0,442105.0,578885.0
2019,,1024176.0,445291.0,578885.0
2020,,1027368.0,448483.0,578885.0
2021,,1030530.0,451645.0,578885.0
2022,,1033721.0,454836.0,578885.0
2023,,1036942.0,458058.0,578885.0
2024,,1040254.0,461370.0,578885.0
2025,,1043628.0,464744.0,578885.0
2026,,1047076.0,468191.0,578885.0
2027,,1050509.0,471624.0,578885.0
2028,,1053934.0,475049.0,578885.0
2029,,1057896.0,479011.0,578885.0
2030,,1061754.0,482870.0,578885.0
2031,,1065471.0,486587.0,578885.0
2032,,1068760.0,489875.0,578885.0
2033,,1071905.0,493021.0,578885.0
2034,,1075103.0,496219.0,578885.0
2035,,1078314.0,499429.0,578885.0
2036,,1081675.0,502791.0,578885.0
2037,,1085165.0,506281.0,578885.0
2038,,1088552.0,509667.0,578885.0
2039,,1091675.0,512790.0,578885.0
2040,,1094585.0,515701.0,578885.0
