year,Base case cost,Modeled residential energy efficiency
2017,427481.329754,424727.527383
2018,454439.066241,448752.933589
2019,488928.075707,479582.374379
2020,510701.400503,499210.35696
2021,529069.495019,515867.42594
2022,546188.146766,531459.816222
2023,560338.540714,544434.343909
2024,574645.392082,557583.157758
2025,589952.462641,571666.567039
2026,606306.689617,586731.100905
2027,621129.850468,600447.242246
2028,636109.468738,614336.056156
2029,653058.233907,630043.78278
2030,666538.077537,642630.190407
2031,695685.952081,670484.557269
2032,713354.421378,686957.301121
2033,731241.931061,703663.4873
2034,749348.481131,720602.778264
2035,765642.341723,735909.1838
2036,785187.191758,754230.88771
