year,Base case cost,Modeled non-residential ashp
2017,232229.400665,232917.650525
2018,259382.300665,259948.907961
2019,297046.000665,297450.020992
2020,312159.095213,312476.578767
2021,324294.155213,324549.525269
2022,330316.438438,330520.345397
2023,337177.798438,337340.885044
2024,338687.722987,338817.18325
2025,345476.202987,345565.458578
2026,349322.277535,349368.184257
2027,352169.79076,352176.07997
2028,353233.265309,353207.102824
2029,360624.245309,360555.584012
2030,360684.299857,360587.17496
2031,364663.713082,364521.182132
