year,Base case cost,Modeled non-residential ashp
2017,651875.882255,958453.648483
2018,712934.962675,1017804.38851
2019,796608.517326,1099136.8841
2020,839576.018362,1140902.21967
2021,866713.387438,1167280.32635
2022,889327.861668,1189262.08191
2023,902896.546206,1202451.13525
2024,916465.230744,1215640.18859
2025,930033.915282,1228829.24193
2026,948125.494666,1246414.64638
2027,963955.626627,1261801.87527
2028,977524.311164,1274990.92861
2029,993354.443125,1290378.15751
2030,1004661.68024,1301369.03529
2031,1022753.25962,1318954.43974
