year,Base case cost,Modeled residential ashp
2017,230365.932908,354096.070245
2018,251943.555898,373652.10775
2019,274654.529743,393592.760744
2020,289468.856398,406984.490205
2021,298825.273233,415442.424602
2022,298965.663319,414834.079324
2023,303527.052823,418946.227608
2024,300198.180557,415168.114123
2025,304642.751146,419163.443493
2026,302406.00603,416327.710085
2027,307455.049651,420852.638951
2028,303366.854445,416315.202526
2029,308279.609334,420703.842659
2030,303139.135258,415189.000901
2031,299792.61046,411243.487811
