year,Base case cost,Modeled non-residential ashp
2017,320523.627354,232973.741851
2018,346297.533592,257877.818311
2019,383240.132531,293573.661237
2020,401281.866898,311006.514759
2021,413309.689808,322628.417107
2022,422760.122095,331759.911809
2023,428774.033551,337570.862983
2024,434787.945006,343381.814157
2025,440801.856461,349192.765331
2026,448534.028332,356663.988269
2027,455407.069996,363305.075325
2028,460561.851243,368285.890617
2029,468294.023114,375757.113555
2030,472589.674154,379907.792965
2031,480321.846025,387379.015903
