year,Base case cost,Modeled non-residential ashp
2017,328207.162113,362369.602031
2018,351191.620665,384152.105208
2019,382319.009065,413885.477367
2020,395426.759978,425989.293518
2021,408671.83853,438370.502918
2022,420531.636778,449422.923721
2023,425278.177386,453439.033937
2024,434164.565482,461629.989688
2025,438971.776243,465734.825139
2026,449620.754491,475674.160237
2027,459587.792891,484965.578735
2028,463690.493651,488426.373027
2029,473824.032355,497909.807777
2030,487635.028547,511124.619593
2031,494419.429764,517241.642411
