year,Base case cost,Modeled residential ashp
2017,328207.162113,458617.094106
2018,351191.620665,476723.043037
2019,382319.009065,502182.76116
2020,395426.759978,511221.949476
2021,408671.83853,520971.91095
2022,420531.636778,529567.203146
2023,425278.177386,531363.793663
2024,434164.565482,537442.718035
2025,438971.776243,539412.914016
2026,449620.754491,547194.018653
2027,459587.792891,554431.745766
2028,463690.493651,555942.450412
2029,473824.032355,563449.391894
2030,487635.028547,574854.047824
2031,494419.429764,578939.109298
