year,Base case cost,Modeled residential ashp
2017,1052548.2057,1263744.40331
2018,1133186.27712,1325080.33448
2019,1244082.40743,1410240.27781
2020,1305955.32132,1459959.99228
2021,1357078.08669,1502504.02865
2022,1406926.02832,1546632.81762
2023,1447392.49799,1582095.02871
2024,1483306.84637,1614434.90668
2025,1522221.26292,1649059.95872
2026,1564256.41555,1686090.85277
2027,1604176.3981,1721721.47082
2028,1641860.54264,1755831.14495
2029,1685464.37823,1794430.72195
2030,1721234.46589,1827341.23328
2031,1765843.86748,1866946.37629
