year,Base case cost,Modeled non-residential ashp
2017,1052548.2057,1232861.93664
2018,1133186.27712,1309109.38281
2019,1244082.40743,1414151.34614
2020,1305955.32132,1473259.79229
2021,1357078.08669,1522431.16866
2022,1406926.02832,1570978.1843
2023,1447392.49799,1610306.34372
2024,1483306.84637,1645407.61335
2025,1522221.26292,1683346.3354
2026,1564256.41555,1724243.17779
2027,1604176.3981,1763187.46583
2028,1641860.54264,1800058.53163
2029,1685464.37823,1842524.05697
2030,1721234.46589,1877643.68163
2031,1765843.86748,1921114.77297
