year,Base case cost,Modeled non-residential ashp
2017,128023.530647,160431.348613
2018,137779.305272,166002.973414
2019,150699.114912,173381.611664
2020,156763.515355,176845.054108
2021,160982.228707,179254.405374
2022,164146.263721,181061.418823
2023,166255.620397,182266.094455
2024,160866.871205,176198.834481
2025,162888.620396,177315.902629
2026,165415.806885,178712.237814
2027,167437.556076,179829.305962
2028,169206.586619,180806.740592
2029,171481.054459,182063.442259
2030,180230.108374,190247.070522
2031,182866.804219,191752.915063
