year,Base case cost,Modeled non-residential ashp
2017,756732.547349,940161.142567
2018,822991.375588,993676.872346
2019,915331.409625,1068601.33849
2020,944411.310184,1089185.84007
2021,943491.939276,1082319.68988
2022,960699.663847,1094854.94502
2023,955389.937539,1086571.82907
2024,964544.583445,1093177.85528
2025,951867.218131,1077527.10033
2026,930463.273689,1052300.22635
2027,904919.448491,1023358.24156
2028,879844.552384,995734.725761
2029,857709.351609,970201.365397
2030,834895.477634,945263.641678
2031,807181.456852,913301.921409
