year,annotation,diesel generation efficiency
2002,,10.64
2003,,10.86
2004,,3.73
2005,,11.3
2006,,11.28
2007,,10.98
2008,,11.0
2009,,9.62
2010,,10.72
2011,,11.39
2012,,11.41
2013,,11.18
2014,start of forecast,11.33
2015,,11.33
2016,,11.33
2017,,11.33
2018,,11.33
2019,,11.33
2020,,11.33
2021,,11.33
2022,,11.33
2023,,11.33
2024,,11.33
2025,,11.33
2026,,11.33
2027,,11.33
2028,,11.33
2029,,11.33
2030,,11.33
2031,,11.33
2032,,11.33
2033,,11.33
2034,,11.33
2035,,11.33
2036,,11.33
2037,,11.33
2038,,11.33
2039,,11.33
2040,,11.33
