year,Base case cost,Modeled non-residential ashp
2017,344671.990751,413623.204441
2018,369571.143486,436698.91087
2019,398850.462614,463863.9834
2020,414266.635349,477867.508254
2021,420654.954478,483078.93175
2022,429041.381759,490368.64689
2023,430630.680888,491003.045899
2024,434390.128169,493886.93666
2025,435847.051844,494423.135276
2026,442591.960032,500201.754122
2027,443895.653708,500617.314612
2028,447592.426442,503503.73292
2029,449526.336477,504549.565078
2030,453201.380118,507444.607844
2031,459092.013758,512476.805749
