year,annotation,consumption,consumption residential,consumption non-residential
2003,,11221545.0,4547097.0,6674448.0
2004,,11586752.0,4571321.0,7015431.0
2005,,11768164.0,4630078.0,7138086.0
2006,,11940799.0,4835255.0,7105544.0
2007,,12157720.0,5006183.0,7151537.0
2008,,12521671.0,5263776.0,7257895.0
2009,,12468665.0,5435270.0,7033395.0
2010,,12330616.0,5328783.0,7001833.0
2011,,12769099.0,5533577.0,7235522.0
2012,,12388928.0,5520502.0,6868426.0
2013,,12453157.0,5564235.0,6888922.0
2014,,12213748.0,5480042.0,6733706.0
2015,,12184012.0,5468567.0,6715445.0
2016,start of forecast,12266300.0,5486942.0,6779358.0
2017,,12249253.0,5469896.0,6779358.0
2018,,12230629.0,5451271.0,6779358.0
2019,,12213383.0,5434025.0,6779358.0
2020,,12190719.0,5411361.0,6779358.0
2021,,12161492.0,5382134.0,6779358.0
2022,,12131672.0,5352314.0,6779358.0
2023,,12098169.0,5318812.0,6779358.0
2024,,12062526.0,5283168.0,6779358.0
2025,,12022832.0,5243474.0,6779358.0
2026,,11980524.0,5201167.0,6779358.0
2027,,11934453.0,5155095.0,6779358.0
2028,,11887126.0,5107768.0,6779358.0
2029,,11861212.0,5081854.0,6779358.0
2030,,11830383.0,5051025.0,6779358.0
2031,,11796924.0,5017567.0,6779358.0
2032,,11751406.0,4972048.0,6779358.0
2033,,11705143.0,4925785.0,6779358.0
2034,,11662568.0,4883210.0,6779358.0
2035,,11627505.0,4848147.0,6779358.0
2036,,11601992.0,4822635.0,6779358.0
2037,,11585724.0,4806366.0,6779358.0
2038,,11571976.0,4792618.0,6779358.0
2039,,11561848.0,4782490.0,6779358.0
2040,,11549321.0,4769964.0,6779358.0
