year,Base case cost,Modeled residential ashp
2017,10082033.2923,11645498.0002
2018,11299101.2608,12094116.277
2019,12969132.1744,12765255.1798
2020,13757181.2929,13005917.8381
2021,14283158.1594,13124152.0951
2022,14721210.1162,13196596.9
2023,14963655.9788,13173956.4441
2024,15208453.0216,13156683.1246
2025,15442997.496,13132102.508
2026,15744996.5288,13138879.6932
2027,16004690.7703,13125647.4135
2028,16225609.9857,13095869.6043
2029,16519603.8598,13102872.1632
2030,16656480.8644,13033319.7742
2031,16966426.8792,13041958.5159
