year,Base case cost,Modeled non-residential ashp
2017,10082033.2923,10144835.5252
2018,11299101.2608,11166533.8231
2019,12969132.1744,12576760.0136
2020,13757181.2929,13230007.461
2021,14283158.1594,13659567.9817
2022,14721210.1162,14012512.9845
2023,14963655.9788,14197388.5443
2024,15208453.0216,14385076.54
2025,15442997.496,14562962.4125
2026,15744996.5288,14797917.0012
2027,16004690.7703,14996409.2413
2028,16225609.9857,15161958.8304
2029,16519603.8598,15390167.0253
2030,16656480.8644,15483309.8867
2031,16966426.8792,15722848.1319
