year,annotation,consumption,consumption residential,consumption non-residential
2003,,378322.0,154959.0,223363.0
2004,,392482.0,164850.0,227632.0
2005,,326636.0,141650.0,184986.0
2006,,323951.0,144951.0,179000.0
2007,,279371.0,131199.0,148172.0
2008,,277527.0,135731.0,141796.0
2009,,280596.0,142720.0,137876.0
2010,,315503.0,151902.0,163601.0
2011,,334143.0,158075.0,176068.0
2012,,366678.0,167672.0,199006.0
2013,,353633.0,156526.0,197107.0
2014,start of forecast,338837.0,148110.0,190727.0
2015,,338703.0,147976.0,190727.0
2016,,338593.0,147866.0,190727.0
2017,,338503.0,147776.0,190727.0
2018,,338404.0,147677.0,190727.0
2019,,338308.0,147581.0,190727.0
2020,,338201.0,147474.0,190727.0
2021,,338089.0,147362.0,190727.0
2022,,337941.0,147214.0,190727.0
2023,,337771.0,147044.0,190727.0
2024,,337619.0,146892.0,190727.0
2025,,337485.0,146758.0,190727.0
2026,,337382.0,146655.0,190727.0
2027,,337303.0,146576.0,190727.0
2028,,337233.0,146506.0,190727.0
2029,,337154.0,146427.0,190727.0
2030,,337081.0,146354.0,190727.0
2031,,337008.0,146281.0,190727.0
2032,,336965.0,146238.0,190727.0
2033,,336881.0,146154.0,190727.0
2034,,336807.0,146080.0,190727.0
2035,,336764.0,146037.0,190727.0
2036,,336680.0,145953.0,190727.0
2037,,336596.0,145869.0,190727.0
2038,,336504.0,145777.0,190727.0
2039,,336409.0,145682.0,190727.0
2040,,336296.0,145569.0,190727.0
