year,Base case cost,Modeled residential ashp
2017,15683.0527338,100941.65641
2018,16811.3731614,101259.523508
2019,18344.7316911,102290.271764
2020,19039.0827234,101956.193002
2021,19530.9147046,101319.0207
2022,19907.0215138,100522.830999
2023,18272.2940504,97671.7138233
2024,18455.7826049,96632.6720539
2025,18665.48381,95671.0409791
2026,18953.8229671,94877.2349176
2027,19163.5241723,93977.0443475
2028,19373.2253774,93106.4982051
2029,19609.1392332,92310.4820056
2030,19766.4151371,91405.9964776
2031,20054.7542942,90757.0203525
