year,Base case cost,Modeled non-residential ashp
2017,33768.4690474,104663.971331
2018,36197.9484402,107086.842941
2019,39499.5486406,110791.632196
2020,40994.6128823,111918.016656
2021,42053.6167201,112440.163912
2022,42863.4431844,112626.792868
2023,43424.092275,112477.35217
2024,43860.1526789,112170.825588
2025,44358.5074261,111975.970843
2026,45043.7452035,112071.796781
2027,45542.0999508,111919.234821
2028,46040.454698,111787.078705
2029,46601.1037886,111764.611451
2030,46974.8698491,111492.321207
2031,47660.1076265,111687.841333
