year,Base case cost,Modeled residential ashp
2017,527818.77614,764739.510472
2018,580183.176664,803118.977554
2019,638788.119073,845377.965129
2020,681449.245204,876920.026729
2021,714344.989656,899912.885778
2022,736704.009697,913581.408484
2023,762265.411344,931028.341483
2024,780367.263262,941588.138036
2025,799940.504764,953555.54953
2026,827813.202523,973544.308958
2027,853514.463848,991923.699573
2028,878232.852652,1009668.11133
2029,901683.055072,1025645.4762
2030,925658.54465,1043122.33217
2031,949734.39173,1059983.60117
