year,Base case cost,Modeled non-residential ashp
2017,777811.797038,893050.117978
2018,828606.092926,937274.889971
2019,898448.249772,999452.312687
2020,930194.684701,1025964.02294
2021,954004.510899,1045105.76332
2022,969877.728364,1056875.7347
2023,982576.302336,1065740.21982
2024,992100.232814,1071697.50292
2025,1003211.48504,1079213.94812
2026,1017497.38076,1089777.2657
2027,1028608.63298,1097428.47143
2028,1038132.56346,1103655.35139
2029,1052418.45918,1114413.76791
2030,1060355.06791,1119276.8068
2031,1074640.96363,1130157.7873
