year,annotation,consumption,consumption residential,consumption non-residential
2003,,1197223.0,647546.0,549677.0
2004,,1178876.0,642829.0,536047.0
2005,,1147079.0,641668.0,505411.0
2006,,1192553.0,655924.0,536629.0
2007,,1183417.0,642563.0,540854.0
2008,,1155025.0,649005.0,506020.0
2009,,1123849.0,602626.0,521223.0
2010,,1111415.0,631136.0,480279.0
2011,,1142714.0,623938.0,518776.0
2012,,1238756.0,688582.0,550174.0
2013,,1267686.0,723065.0,544621.0
2014,,1311976.0,774147.0,537829.0
2015,,1417477.0,824093.0,593384.0
2016,start of forecast,1328864.0,770253.0,558611.0
2017,,1344762.0,786150.0,558611.0
2018,,1372436.0,813825.0,558611.0
2019,,1388669.0,830057.0,558611.0
2020,,1409483.0,850872.0,558611.0
2021,,1430370.0,871759.0,558611.0
2022,,1446993.0,888382.0,558611.0
2023,,1461677.0,903066.0,558611.0
2024,,1475929.0,917318.0,558611.0
2025,,1490700.0,932089.0,558611.0
2026,,1506568.0,947956.0,558611.0
2027,,1529640.0,971029.0,558611.0
2028,,1546271.0,987660.0,558611.0
2029,,1559840.0,1001228.0,558611.0
2030,,1575608.0,1016997.0,558611.0
2031,,1591087.0,1032475.0,558611.0
2032,,1607695.0,1049084.0,558611.0
2033,,1625790.0,1067178.0,558611.0
2034,,1642886.0,1084275.0,558611.0
2035,,1660047.0,1101436.0,558611.0
2036,,1677592.0,1118981.0,558611.0
2037,,1700479.0,1141868.0,558611.0
2038,,1718122.0,1159511.0,558611.0
2039,,1737424.0,1178812.0,558611.0
2040,,1758770.0,1200159.0,558611.0
