year,Base case cost,Modeled residential ashp
2017,4259.08130944,44503.5666922
2018,4520.74515513,45066.6709562
2019,4877.05337053,45965.1095074
2020,5044.0728465,46216.7276977
2021,5155.41916382,46283.444201
2022,5233.36158594,46242.0969516
2023,5294.60206046,46150.2738368
2024,5339.14058738,46007.8040388
2025,5394.81374604,45910.7920561
2026,5461.62153643,45859.0750236
2027,7229.5369517,47487.7191156
2028,7295.19268734,47406.8886239
2029,7375.43858645,47374.3425475
2030,7426.50415862,47264.0406079
2031,7514.04513947,47264.6763372
