year,Base case cost,Modeled residential ashp
2017,327458.145199,380330.975039
2018,352334.116005,398111.849051
2019,393445.336729,430739.052263
2020,409296.126718,441192.222649
2021,428112.881882,455509.777182
2022,436513.012959,459891.132924
2023,441682.324391,461624.709722
2024,455241.691347,471809.345587
2025,460508.061414,473760.558329
2026,467749.320256,477432.493501
2027,473673.986581,480052.879374
2028,487096.747443,490435.071414
2029,493801.033321,493840.626638
2030,497823.604848,495033.838121
2031,504527.890725,498543.977491
