year,Base case cost,Modeled non-residential ashp
2017,348842.025896,366554.234378
2018,375342.463217,390661.34263
2019,411118.053601,423577.169586
2020,427680.826927,438317.3801
2021,438943.512788,448059.570452
2022,447556.154918,455313.339776
2023,452856.242382,459450.649531
2024,458156.329846,463608.65296
2025,463456.417311,467786.865054
2026,470744.037574,473867.402104
2027,476706.635971,478712.151688
2028,481344.212502,482320.662102
2029,487969.321833,487830.142121
2030,491944.387431,490847.451132
2031,498569.496761,496392.408275
