year,Base case cost,Modeled non-residential ashp
2017,160292.45748,270828.356357
2018,175306.527365,285001.658176
2019,196437.440535,305399.438379
2020,206446.820458,314548.425027
2021,213675.817069,320902.588901
2022,218680.507031,325025.018047
2023,222573.043667,328042.44877
2024,225353.426979,329954.35906
2025,229245.963616,333014.780814
2026,233694.576915,336659.580784
2027,237587.113552,339761.001982
2028,240367.496863,341754.934221
2029,244816.110163,345459.090949
2030,247040.416812,346927.571475
2031,252045.106774,351232.652398
