year,Base case cost,Modeled transmission and interties
2021,123444.597978,1950562.8705
2022,126342.046413,1953035.69193
2023,128585.711611,1954899.97601
2024,130180.285797,1956457.07278
2025,132082.982705,1958005.41361
2026,134275.815475,1959896.69515
2027,136149.577,1961715.74024
2028,137698.010982,1963231.24633
2029,140177.851465,1965323.18467
2030,141392.355491,1966235.99069
2031,143847.170778,1968598.6333
2032,146287.909393,1970657.73689
2033,148714.571335,1972994.84136
2034,151819.259672,1975601.92043
2035,153294.964178,1977052.48668
2036,155996.903272,1979358.94538
2037,157850.331826,1980800.02603
2038,160531.937949,1983377.189
2039,162996.919722,1985389.59428
2040,166386.269659,1988264.45897
