year,Base case cost,Modeled non-residential ashp
2017,642681.980282,693802.812943
2018,678934.922696,730646.553258
2019,726581.64701,779069.754816
2020,749369.210813,802228.6773
2021,764906.186133,818018.851721
2022,776299.968034,829598.312963
2023,784586.354871,838019.739321
2024,790801.144999,844335.809089
2025,798051.733482,851704.557153
2026,808409.717029,862231.3401
2027,815660.305511,869600.088163
2028,822910.893994,876968.836226
2029,831197.280831,885390.262584
2030,836376.272605,890653.654058
2031,845698.457796,900127.75871
