year,Base case cost,Modeled residential ashp
2017,344966.912972,620359.209992
2018,373854.049593,639177.616014
2019,412501.858872,665969.745229
2020,435235.132797,680641.349898
2021,454724.985338,692988.879126
2022,472291.767157,704010.7498
2023,487787.736127,713556.435726
2024,506928.771246,727179.555639
2025,522909.006076,737433.422294
2026,539976.226823,748722.770417
2027,556432.519616,759666.236904
2028,572228.637077,770212.10159
2029,594462.928375,787137.215951
2030,609787.652111,797570.104689
2031,628118.888829,810626.838244
