year,Base case cost,Modeled non-residential ashp
2017,577804.110613,733470.986485
2018,611864.708195,762421.614091
2019,660019.346156,804624.59135
2020,681160.406725,821624.627059
2021,696428.950469,833196.34417
2022,708173.984118,841535.571522
2023,716395.507672,846640.819885
2024,722268.024497,849609.311837
2025,730489.548051,854834.334793
2026,739885.57497,861215.824863
2027,748107.098525,866555.073777
2028,755154.118714,870850.758813
2029,763375.642269,876298.942075
2030,769248.159093,879602.331403
2031,778644.186012,886253.079483
