year,Base case cost,Modeled residential ashp
2017,374837.574838,2450501.13028
2018,394651.06097,2419050.07441
2019,426130.307867,2394733.57529
2020,439480.471258,2363214.50891
2021,450753.871263,2332575.75884
2022,459261.636419,2301689.8223
2023,466395.569323,2271091.99592
2024,472918.669116,2241944.28466
2025,479419.596932,2212724.70889
2026,485864.658372,2183381.12975
2027,490877.483937,2154192.56657
2028,496727.436318,2126992.43883
2029,504045.565266,2101139.56861
2030,507648.617888,2073525.67771
2031,514134.112606,2047803.44817
