year,Base case cost,Modeled non-residential ashp
2017,128108.911316,360130.567623
2018,135313.189197,362432.141005
2019,145639.320827,367567.96398
2020,150202.030151,367737.377566
2021,153564.026496,366942.833882
2022,155965.452456,365392.995182
2023,157886.593224,363507.34212
2024,159087.306204,361073.096265
2025,160768.304377,359142.140394
2026,162929.587741,357712.558554
2027,164610.585913,355939.403723
2028,166051.441489,354031.61739
2029,167972.582258,352619.722247
2030,169173.295238,350648.130634
2031,171334.578602,349590.523514
