year,Base case cost,Modeled residential ashp
2017,68444.0327968,124929.837748
2018,73393.1509784,128184.266671
2019,75984.9782875,128793.142719
2020,78927.0233136,130439.896243
2021,76686.0584447,127133.265966
2022,78221.0485984,127679.291035
2023,74908.5279249,123515.157865
2024,75568.4622628,123399.45362
2025,72112.3454437,119121.282095
2026,73232.208025,119372.331573
2027,69602.264293,114948.521642
2028,70186.6217121,114813.633349
2029,66522.3956265,110351.91383
2030,67068.9645863,110205.489669
2031,67943.474922,110308.143869
