year,Base case cost,Modeled non-residential ashp
2017,256874.316605,329258.323932
2018,275448.636362,345780.855239
2019,299827.431045,367759.264205
2020,311436.380893,377799.585557
2021,318982.198295,384054.549039
2022,325367.120712,389241.430696
2023,329430.253159,392272.692034
2024,332332.490621,394234.990849
2025,336395.623068,397302.088064
2026,341619.6505,401473.568703
2027,345682.782947,404574.841673
2028,348585.020409,406605.511224
2029,353228.600349,410282.923195
2030,356130.837811,412345.421399
2031,360774.41775,416053.916038
