year,annotation,consumption,consumption residential,consumption non-residential
2003,,648990.0,129624.0,519366.0
2004,,640448.0,141229.0,499219.0
2005,,653119.0,138433.0,514686.0
2006,,629059.0,125921.0,503138.0
2007,,627491.0,120642.0,506849.0
2008,,622503.0,120799.0,501704.0
2009,,602936.0,120897.0,482039.0
2010,,677830.0,140772.0,537058.0
2011,,520455.0,140986.0,379469.0
2012,,564450.0,157139.0,407311.0
2013,,557149.0,143064.0,414085.0
2014,,598893.0,146890.0,452003.0
2015,,575046.0,131050.0,443996.0
2016,start of forecast,577530.0,140835.0,436695.0
2017,,576641.0,139947.0,436695.0
2018,,575789.0,139095.0,436695.0
2019,,574991.0,138296.0,436695.0
2020,,574160.0,137465.0,436695.0
2021,,573263.0,136568.0,436695.0
2022,,572260.0,135565.0,436695.0
2023,,571149.0,134454.0,436695.0
2024,,570122.0,133427.0,436695.0
2025,,569179.0,132485.0,436695.0
2026,,568348.0,131653.0,436695.0
2027,,567477.0,130783.0,436695.0
2028,,566583.0,129888.0,436695.0
2029,,566147.0,129452.0,436695.0
2030,,565600.0,128905.0,436695.0
2031,,564942.0,128247.0,436695.0
2032,,563999.0,127305.0,436695.0
2033,,563004.0,126309.0,436695.0
2034,,562059.0,125364.0,436695.0
2035,,561229.0,124534.0,436695.0
2036,,560550.0,123856.0,436695.0
2037,,559997.0,123302.0,436695.0
2038,,559432.0,122737.0,436695.0
2039,,558779.0,122084.0,436695.0
2040,,558079.0,121385.0,436695.0
