year,Base case cost,Modeled residential ashp
2017,355302.079671,503385.390254
2018,383208.589671,527621.991895
2019,427393.700085,567799.05735
2020,445740.740085,582968.179967
2021,458736.560085,593044.222237
2022,468674.540085,600233.606768
2023,474790.220085,603799.065364
2024,480141.440085,606683.014799
2025,487021.580085,611091.971767
2026,494666.180085,616288.759923
2027,508251.449708,627505.431003
2028,513674.209708,630666.147159
2029,521421.009708,636113.651544
2030,526069.089708,638623.756237
2031,533815.889708,644164.560686
