year,Base case cost,Modeled non-residential ashp
2017,355302.079671,420609.103495
2018,383208.589671,447023.344874
2019,427393.700085,489524.395437
2020,445740.740085,506620.439544
2021,458736.560085,518492.773787
2022,468674.540085,527388.533651
2023,474790.220085,532558.037223
2024,480141.440085,536997.649703
2025,487021.580085,542954.539971
2026,494666.180085,549679.058715
2027,508251.449708,562377.489408
2028,513674.209708,566961.483989
2029,521421.009708,573840.916307
2030,526069.089708,577699.393897
2031,533815.889708,584611.941653
