year,Base case cost,Modeled transmission and interties
2021,145689.333913,1999669.98806
2022,149945.426814,1977433.73173
2023,152564.560906,1954429.39446
2024,154856.303238,1931689.5233
2025,157802.829092,1910214.26539
2026,161496.217403,1890088.59654
2027,164450.416501,1869450.93288
2028,166748.126912,1848989.49622
2029,170030.570355,1830080.14722
2030,172000.036421,1810031.40584
2031,175282.479864,1792461.22145
2032,178893.167651,1775116.13833
2033,182503.855439,1758563.94191
2034,186114.543226,1742487.07838
2035,188412.253636,1725518.52618
2036,192351.185768,1710391.99196
2037,194320.651834,1693980.47059
2038,198259.583966,1679728.93731
2039,201213.783065,1665188.81965
2040,205152.715196,1652077.89811
