year,Base case cost,Modeled non-residential ashp
2017,13022703.5204,15760831.1609
2018,13910589.5489,16533210.4859
2019,15143764.5885,17627962.0185
2020,15735688.6075,18127566.3294
2021,16130304.6202,18444865.3459
2022,16426266.6297,18671580.1246
2023,16648238.1368,18830620.6194
2024,16820882.6423,18944897.4237
2025,17018190.6487,19083196.2612
2026,17264825.6566,19268428.9603
2027,17486797.1637,19431758.9339
2028,17659441.6693,19550224.6824
2029,17881413.1764,19715551.5385
2030,18029394.1811,19813030.1147
2031,18276029.1891,20003198.5994
