year,Base case cost,Modeled non-residential ashp
2017,2635234.21731,2968983.31127
2018,2826177.6589,3149526.65607
2019,3089182.56216,3400943.19082
2020,3214160.76463,3517263.45834
2021,3295589.82542,3590948.27379
2022,3357860.98621,3646001.96856
2023,3406718.66789,3688165.60473
2024,3445107.12868,3720092.55731
2025,3483495.74947,3752153.13632
2026,3542262.68353,3804434.76374
2027,3591565.676,3847571.46845
2028,3631370.58847,3881526.1289
2029,3679606.15005,3923745.22226
2030,3714783.37331,3953407.99019
2031,3774241.68578,4006988.27236
