year,Base case cost,Modeled residential ashp
2017,2635234.21731,3706463.56638
2018,2826177.6589,3865432.52202
2019,3089182.56216,4093929.38162
2020,3214160.76463,4191303.77621
2021,3295589.82542,4247405.4541
2022,3357860.98621,4285734.39301
2023,3406718.66789,4312023.15339
2024,3445107.12868,4328545.07183
2025,3483495.74947,4345538.43878
2026,3542262.68353,4382711.02239
2027,3591565.676,4411308.67937
2028,3631370.58847,4431286.73747
2029,3679606.15005,4459464.73963
2030,3714783.37331,4475882.11073
2031,3774241.68578,4515890.44977
