year,Base case cost,Modeled residential energy efficiency
2017,725737.635563,700982.561717
2018,756821.208143,720682.666857
2019,800826.248245,750062.436447
2020,819855.149752,760462.312744
2021,829146.195547,763489.484266
2022,835530.076328,764323.451456
2023,836458.373203,761074.487391
2024,830198.855993,750689.21051
2025,830790.82838,747205.717457
2026,833774.268231,745502.849648
2027,828037.835776,735458.052658
2028,828125.321431,731613.992769
2029,821861.98061,721134.869879
2030,820406.197228,716167.932355
2031,814811.681775,706115.949521
2032,816528.299386,703417.70061
2033,819216.434405,701402.592678
2034,813831.100851,691354.643523
2035,812662.975082,686553.513795
2036,814678.461123,683984.804624
