year,Base case cost,Modeled non-residential ashp
2017,954185.14864,1123364.9629
2018,1040099.0373,1191670.38807
2019,1158270.70292,1287099.22197
2020,1216654.31135,1332211.10655
2021,1251767.88745,1357783.55113
2022,1280083.80819,1377678.62092
2023,1295186.59869,1386522.42532
2024,1305848.43747,1390998.60986
2025,1320592.50005,1399628.63137
2026,1341627.71798,1413576.35646
2027,1354735.47628,1420186.61077
2028,1369015.39934,1428557.41808
2029,1381631.56044,1434807.90192
2030,1392356.18741,1440273.84345
2031,1407529.34266,1448685.34797
