year,Base case cost,Modeled residential ashp
2017,954185.14864,1430366.05559
2018,1040099.0373,1474517.13789
2019,1158270.70292,1539629.71923
2020,1216654.31135,1565976.86084
2021,1251767.88745,1577371.91053
2022,1280083.80819,1584509.42577
2023,1295186.59869,1583277.42076
2024,1305848.43747,1577824.96565
2025,1320592.50005,1576670.06805
2026,1341627.71798,1579707.70446
2027,1354735.47628,1576177.69342
2028,1369015.39934,1575174.84637
2029,1381631.56044,1571549.62805
2030,1392356.18741,1568533.03852
2031,1407529.34266,1566688.38718
