year,Base case cost,Modeled residential ashp
2017,21349.5558715,97725.3721987
2018,22976.455664,87776.1446722
2019,25130.9986324,75090.9954537
2020,26142.3147197,68437.6585416
2021,26845.8389543,63431.1220944
2022,27373.4821302,59378.3959802
2023,27725.2442475,56278.7581644
2024,27989.0658355,53670.0028588
2025,28340.8279528,50628.4405218
2026,28780.5305994,47153.39869
2027,29132.2927167,44167.2215362
2028,29440.0845693,41438.5174219
2029,29835.8169513,38274.4094395
2030,31452.8747211,37455.9937207
2031,31913.0179504,34131.9485694
