year,Base case cost,Modeled non-residential ashp
2017,82170.1302117,181927.561895
2018,88431.7390525,172993.742532
2019,96724.1399497,161772.735529
2020,100616.491391,155636.579888
2021,103324.214133,150897.832756
2022,105355.00619,146973.495679
2023,106708.867561,143862.670971
2024,107724.263589,141176.428967
2025,109078.12496,138137.808025
2026,110770.451674,134745.972087
2027,112124.313045,131776.210134
2028,113308.941744,129033.698344
2029,114832.035787,125935.579034
2030,115678.199143,123645.249945
2031,117370.525857,120415.731083
