year,Base case cost,Modeled residential ashp
2017,16990.2281954,18066.7810646
2018,16384.8961926,17033.5159761
2019,18763.6413201,18799.538731
2020,19896.3770951,19640.5019476
2021,17504.1935659,17044.0776276
2022,17983.3696086,17377.3673911
2023,18334.7653732,17621.7798844
2024,18622.2709988,17821.7537425
2025,15521.1798677,14613.6793399
2026,15860.8995059,14826.9642028
2027,16148.3545843,15007.4360098
2028,12759.5556389,11521.3795449
2029,13003.3895213,11648.504404
2030,13165.9454429,11733.25431
2031,13430.0988156,11870.9729074
