year,Base case cost,Modeled non-residential ashp
2017,2636.78463078,16816.6991871
2018,2887.68846705,16405.8031995
2019,3237.16166756,15881.9224546
2020,3398.45699088,15581.6093695
2021,3514.94805771,15336.4933587
2022,3604.55657067,15125.4749481
2023,3667.28252973,14948.4946156
2024,3721.0476375,14784.4556982
2025,3783.77359657,14612.2629122
2026,3855.46040693,14431.8608221
2027,3918.186366,14264.2338037
2028,3971.95147377,14109.3289827
2029,4034.67743284,13946.0562188
2030,4079.48168931,13805.9228596
2031,4160.12935097,13625.7641135
