year,Base case cost,Modeled residential ashp
2017,17327.4843171,255251.167422
2018,18976.2849955,245801.742439
2019,21272.8287975,233682.597567
2020,21313.7736771,225810.568645
2021,22044.3594225,220218.775228
2022,22606.3484575,215433.820731
2023,21900.1373176,210354.820585
2024,22221.2097285,206662.160013
2025,21461.2618883,201632.4664
2026,21867.8637559,197512.116554
2027,21048.8055453,192521.582416
2028,21337.6359359,188993.274639
2029,20464.8410249,184042.721208
2030,19468.9009668,179628.087436
2031,19853.7835224,175410.740217
