year,Base case cost,Modeled non-residential ashp
2017,38776.8572807,105733.142425
2018,41009.4225817,105915.476958
2019,43986.1763165,106627.716369
2020,45391.8655802,106316.425215
2021,46384.1168251,105757.254682
2022,47128.3052588,105060.424029
2023,47624.4308813,104225.26061
2024,48037.8689,103362.015452
2025,48533.9945225,102580.955172
2026,49112.8077487,101881.453304
2027,49608.9333711,101151.989883
2028,50022.3713898,100391.967387
2029,50601.1846161,99767.1645975
2030,50931.935031,98999.7413681
2031,51593.435861,98477.3196559
