year,Base case cost,Modeled residential ashp
2017,33753.8717939,205407.5432
2018,36614.8788468,202276.52475
2019,39272.6455378,198223.659342
2020,41543.4033806,195560.221704
2021,43489.4327553,193098.063469
2022,45241.7351941,190787.950594
2023,45718.0006552,187545.739546
2024,47189.7976153,185462.849818
2025,48763.1750495,183465.223891
2026,49344.7214676,180457.742664
2027,50953.2534893,178635.912908
2028,52497.2098656,176906.544655
2029,54236.9262243,175260.846476
2030,54591.4413605,172562.198635
2031,56454.9410907,171079.017509
