year,Base case cost,Modeled transmission and interties
2021,327600.226878,1821638.83927
2022,339995.911138,1812977.47051
2023,348868.710075,1801077.52996
2024,356770.217049,1788795.09449
2025,366355.088552,1778647.24536
2026,376592.693239,1769971.87855
2027,385849.636587,1760877.5961
2028,394102.495156,1750867.76727
2029,405216.136486,1744041.35216
2030,413111.397209,1734223.16858
2031,425585.159601,1730013.67639
2032,435871.172731,1724042.37252
2033,447996.706654,1719799.19793
2034,460247.165588,1716564.5937
2035,468521.886034,1709483.21156
2036,480986.27905,1707242.54969
2037,490721.060567,1701979.4812
2038,503424.372668,1700721.16743
2039,513879.034563,1697758.42951
2040,527320.965794,1697810.86727
