year,Base case cost,Modeled non-residential ashp
2017,113087.502589,141477.713201
2018,123554.293,150356.715025
2019,137858.906561,162665.973745
2020,144836.766835,168456.834644
2021,149721.269027,172392.37423
2022,153210.199164,175094.133554
2023,156001.343274,177183.659166
2024,158094.701356,178660.727428
2025,160536.952452,180457.783271
2026,163676.989575,182885.501193
2027,166119.240671,184700.121817
2028,168212.598753,186212.329521
2029,171352.635876,188665.476776
2030,173097.100945,189883.155181
2031,176237.138068,192352.27751
