year,annotation,consumption,consumption residential,consumption non-residential
2003,,400317.0,230463.0,169854.0
2004,,388728.0,229391.0,159337.0
2005,,376170.0,225203.0,150967.0
2006,,370936.0,236180.0,134756.0
2007,,345969.0,227914.0,118055.0
2008,,343938.0,229478.0,114460.0
2009,,373174.0,249255.0,123919.0
2010,,352692.0,239398.0,113294.0
2011,,359806.0,239441.0,120365.0
2012,,360881.0,242271.0,118610.0
2013,,346662.0,241281.0,105381.0
2014,,315044.0,218356.0,96688.0
2015,,343166.0,235667.0,107499.0
2016,start of forecast,339908.0,236719.0,103189.0
2017,,339571.0,236382.0,103189.0
2018,,339097.0,235908.0,103189.0
2019,,338448.0,235259.0,103189.0
2020,,337798.0,234608.0,103189.0
2021,,337179.0,233989.0,103189.0
2022,,336507.0,233318.0,103189.0
2023,,335847.0,232658.0,103189.0
2024,,335150.0,231960.0,103189.0
2025,,334448.0,231259.0,103189.0
2026,,333726.0,230537.0,103189.0
2027,,333043.0,229853.0,103189.0
2028,,332380.0,229191.0,103189.0
2029,,331456.0,228267.0,103189.0
2030,,330631.0,227442.0,103189.0
2031,,329946.0,226757.0,103189.0
2032,,329464.0,226275.0,103189.0
2033,,329052.0,225862.0,103189.0
2034,,328665.0,225476.0,103189.0
2035,,328283.0,225093.0,103189.0
2036,,327899.0,224710.0,103189.0
2037,,327534.0,224344.0,103189.0
2038,,327237.0,224048.0,103189.0
2039,,327031.0,223842.0,103189.0
2040,,326903.0,223713.0,103189.0
