year,Base case cost,Modeled residential ashp
2017,173981.2912,754820.526001
2018,197339.73357,687304.379207
2019,226590.307882,603278.57514
2020,242291.659751,552049.890255
2021,254146.956536,512749.50498
2022,262642.473904,475665.402596
2023,268025.167445,446126.580032
2024,271288.950238,417475.869184
2025,276101.307597,385729.936367
2026,281668.358873,352631.041992
2027,287795.859603,325614.681906
2028,293241.251917,298334.895246
2029,290585.944022,260816.602608
2030,287646.262178,231053.252931
2031,289820.664666,196607.209359
