year,Base case cost,Modeled non-residential ashp
2017,65428.416428,121538.831835
2018,73071.5155403,111221.685728
2019,83262.3143566,98360.9470718
2020,88357.7137647,90762.4913892
2021,91754.6467035,84955.0814849
2022,94585.4241525,79780.7723079
2023,96283.8906218,75816.5950464
2024,97699.2793463,72193.8228463
2025,99680.8235606,68043.7586108
2026,101945.44552,63654.3641163
2027,103643.911989,59891.944107
2028,105342.378459,56177.0429269
2029,107323.922673,52219.3895419
2030,108456.233652,49174.5263193
2031,110720.855612,45017.2884074
