year,annotation,consumption,consumption residential,consumption non-residential
2003,,20730681.0,6975405.0,13755276.0
2004,,20793612.0,7104564.0,13689048.0
2005,,21554145.0,7221758.0,14332387.0
2006,,21028065.0,7218493.0,13809572.0
2007,,20555319.0,6949384.0,13605935.0
2008,,20381581.0,7737556.0,12644025.0
2009,,20815669.0,7599169.0,13216500.0
2010,,19280523.0,7407838.0,11872685.0
2011,,20932724.0,7388813.0,13543911.0
2012,,21156733.0,7618573.0,13538160.0
2013,,20363499.0,7190983.0,13172516.0
2014,start of forecast,21005622.0,7587427.0,13418196.0
2015,,21029380.0,7611184.0,13418196.0
2016,,21021107.0,7602912.0,13418196.0
2017,,21028099.0,7609903.0,13418196.0
2018,,21016594.0,7598398.0,13418196.0
2019,,20974398.0,7556203.0,13418196.0
2020,,20943294.0,7525098.0,13418196.0
2021,,20935760.0,7517565.0,13418196.0
2022,,20941791.0,7523596.0,13418196.0
2023,,20937712.0,7519516.0,13418196.0
2024,,20933360.0,7515164.0,13418196.0
2025,,20925955.0,7507759.0,13418196.0
2026,,20897901.0,7479705.0,13418196.0
2027,,20849252.0,7431056.0,13418196.0
2028,,20781431.0,7363236.0,13418196.0
2029,,20779956.0,7361760.0,13418196.0
2030,,20768305.0,7350109.0,13418196.0
2031,,20737893.0,7319697.0,13418196.0
2032,,20723738.0,7305542.0,13418196.0
2033,,20697447.0,7279252.0,13418196.0
2034,,20682900.0,7264705.0,13418196.0
2035,,20615613.0,7197418.0,13418196.0
2036,,20588573.0,7170377.0,13418196.0
2037,,20572705.0,7154510.0,13418196.0
2038,,20563345.0,7145149.0,13418196.0
2039,,20514571.0,7096376.0,13418196.0
2040,,20478039.0,7059844.0,13418196.0
