year,Base case cost,Modeled non-residential ashp
2017,534410.876939,472233.888491
2018,598428.39435,379345.155067
2019,686452.480791,258690.524549
2020,728463.976593,192456.659074
2021,756471.64046,143058.543558
2022,780478.20949,98744.5425102
2023,794482.041423,66550.9883472
2024,808485.873357,34726.6741068
2025,822489.705291,3262.94667048
2026,840494.632063,-32545.5821377
2027,856499.011416,-65661.7601406
2028,870502.84335,-96093.6476579
2029,888507.770122,-130894.519886
2030,898510.507217,-155981.252702
2031,918515.981409,-192497.569309
