year,Base case cost,Modeled residential ashp
2017,389165.544947,498925.679239
2018,415164.336807,519724.485006
2019,446006.270762,544524.778153
2020,461027.464564,555235.939077
2021,474724.396576,565831.595784
2022,482429.242051,570318.991254
2023,492535.052847,577505.720148
2024,496414.65528,578971.281492
2025,502204.718018,581735.39959
2026,512533.869726,589711.054647
2027,523134.656149,597382.252615
2028,528084.069343,599779.479865
2029,534041.593601,603315.107167
2030,542659.723485,609593.801737
2031,548605.525918,613205.342669
