year,Base case cost,Modeled non-residential ashp
2017,389165.544947,442133.115671
2018,415164.336807,465701.577047
2019,446006.270762,493719.982311
2020,461027.464564,506724.672404
2021,474724.396576,518993.934872
2022,482429.242051,525200.03888
2023,492535.052847,533948.193091
2024,496414.65528,536717.025827
2025,502204.718018,541089.708858
2026,512533.869726,550343.091971
2027,523134.656149,559570.983076
2028,528084.069343,563333.792342
2029,534041.593601,568173.581688
2030,542659.723485,575704.996622
2031,548605.525918,580573.522465
