year,Base case cost,Modeled residential ashp
2017,5876.14694674,16989.0188502
2018,6301.47449735,16429.9275599
2019,6884.78085247,15817.2130441
2020,7164.2818143,15334.1317485
2021,7346.56505027,14898.3953895
2022,7480.23942332,14490.4869027
2023,7577.45714918,14105.3785537
2024,7662.5226593,13733.2190565
2025,7759.74038515,13364.1617499
2026,7869.11032674,12998.0207769
2027,7966.32805259,12644.2709622
2028,8039.24134698,12307.5632123
2029,8921.95432761,12736.9266186
2030,8988.48192961,12425.0697788
2031,9121.53713362,12101.7170881
